32:1293988, ack 721, win 501, length 156
02:45:24.252942 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1944516:1944680, ack 1081, win 501, length 164
02:45:24.253172 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1944680:1944844, ack 1081, win 501, length 164
02:45:24.253228 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1944844:1945008, ack 1081, win 501, length 164
02:45:24.253376 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945008:1945172, ack 1081, win 501, length 164
02:45:24.253430 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945172:1945336, ack 1081, win 501, length 164
02:45:24.253451 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1940216, win 8337, length 0
02:45:24.253526 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945336:1945596, ack 1081, win 501, length 260
02:45:24.253756 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945596:1945760, ack 1081, win 501, length 164
02:45:24.253918 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945760:1945924, ack 1081, win 501, length 164
02:45:24.254149 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1945924:1946088, ack 1081, win 501, length 164
02:45:24.254230 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946088:1946252, ack 1081, win 501, length 164
02:45:24.254272 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946252:1946416, ack 1081, win 501, length 164
02:45:24.254308 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946416:1946580, ack 1081, win 501, length 164
02:45:24.254347 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946580:1946744, ack 1081, win 501, length 164
02:45:24.254382 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946744:1946908, ack 1081, win 501, length 164
02:45:24.254395 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1943040, win 8337, length 0
02:45:24.254475 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1946908:1947168, ack 1081, win 501, length 260
02:45:24.254696 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947168:1947332, ack 1081, win 501, length 164
02:45:24.254862 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947332:1947496, ack 1081, win 501, length 164
02:45:24.254916 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947496:1947660, ack 1081, win 501, length 164
02:45:24.254980 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947660:1947824, ack 1081, win 501, length 164
02:45:24.255393 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947824:1947988, ack 1081, win 501, length 164
02:45:24.255482 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1947988:1948152, ack 1081, win 501, length 164
02:45:24.255650 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948152:1948316, ack 1081, win 501, length 164
02:45:24.255705 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948316:1948480, ack 1081, win 501, length 164
02:45:24.255754 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948480:1948644, ack 1081, win 501, length 164
02:45:24.255800 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948644:1948808, ack 1081, win 501, length 164
02:45:24.256200 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948808:1948972, ack 1081, win 501, length 164
02:45:24.256278 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1948972:1949136, ack 1081, win 501, length 164
02:45:24.256327 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949136:1949300, ack 1081, win 501, length 164
02:45:24.256374 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949300:1949464, ack 1081, win 501, length 164
02:45:24.256427 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949464:1949628, ack 1081, win 501, length 164
02:45:24.256474 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949628:1949792, ack 1081, win 501, length 164
02:45:24.256525 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949792:1949956, ack 1081, win 501, length 164
02:45:24.256571 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1949956:1950120, ack 1081, win 501, length 164
02:45:24.257341 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1950120:1950284, ack 1081, win 501, length 164
02:45:24.257469 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1946744, win 8337, length 0
02:45:24.257550 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1950284:1950448, ack 1081, win 501, length 164
02:45:24.257597 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1950448:1950588, ack 1081, win 501, length 140
02:45:24.257642 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1950588:1950752, ack 1081, win 501, length 164
02:45:24.257952 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1950752:1951080, ack 1081, win 501, length 328
02:45:24.258320 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951080:1951244, ack 1081, win 501, length 164
02:45:24.258375 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951244:1951408, ack 1081, win 501, length 164
02:45:24.258419 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951408:1951572, ack 1081, win 501, length 164
02:45:24.258460 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951572:1951736, ack 1081, win 501, length 164
02:45:24.258504 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951736:1951900, ack 1081, win 501, length 164
02:45:24.258544 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1951900:1952064, ack 1081, win 501, length 164
02:45:24.258897 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952064:1952228, ack 1081, win 501, length 164
02:45:24.259058 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952228:1952392, ack 1081, win 501, length 164
02:45:24.259500 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1949956, win 8337, length 0
02:45:24.259556 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952392:1952556, ack 1081, win 501, length 164
02:45:24.259849 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952556:1952816, ack 1081, win 501, length 260
02:45:24.259931 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952816:1952980, ack 1081, win 501, length 164
02:45:24.259985 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1952980:1953144, ack 1081, win 501, length 164
02:45:24.260612 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953144:1953308, ack 1081, win 501, length 164
02:45:24.260776 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953308:1953472, ack 1081, win 501, length 164
02:45:24.260849 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953472:1953636, ack 1081, win 501, length 164
02:45:24.261061 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953636:1953800, ack 1081, win 501, length 164
02:45:24.261197 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953800:1953964, ack 1081, win 501, length 164
02:45:24.261274 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1953964:1954128, ack 1081, win 501, length 164
02:45:24.261460 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954128:1954292, ack 1081, win 501, length 164
02:45:24.261509 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954292:1954456, ack 1081, win 501, length 164
02:45:24.261555 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954456:1954620, ack 1081, win 501, length 164
02:45:24.261602 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954620:1954784, ack 1081, win 501, length 164
02:45:24.261648 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954784:1954948, ack 1081, win 501, length 164
02:45:24.261741 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1954948:1955112, ack 1081, win 501, length 164
02:45:24.261796 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1955112:1955276, ack 1081, win 501, length 164
02:45:24.262043 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1955276:1955440, ack 1081, win 501, length 164
02:45:24.262361 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1955440:1955604, ack 1081, win 501, length 164
02:45:24.262392 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1951900, win 8337, length 0
02:45:24.262592 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1955604:1955864, ack 1081, win 501, length 260
02:45:24.263496 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1953144, win 8332, length 0
02:45:24.263544 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1955864:1956028, ack 1081, win 501, length 164
02:45:24.263685 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956028:1956288, ack 1081, win 501, length 260
02:45:24.263891 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956288:1956452, ack 1081, win 501, length 164
02:45:24.263964 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956452:1956616, ack 1081, win 501, length 164
02:45:24.264014 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956616:1956780, ack 1081, win 501, length 164
02:45:24.264074 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956780:1956944, ack 1081, win 501, length 164
02:45:24.264122 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1956944:1957108, ack 1081, win 501, length 164
02:45:24.264168 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957108:1957272, ack 1081, win 501, length 164
02:45:24.264213 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957272:1957436, ack 1081, win 501, length 164
02:45:24.264259 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957436:1957600, ack 1081, win 501, length 164
02:45:24.264305 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957600:1957764, ack 1081, win 501, length 164
02:45:24.264350 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957764:1957928, ack 1081, win 501, length 164
02:45:24.264393 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1957928:1958092, ack 1081, win 501, length 164
02:45:24.264439 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958092:1958256, ack 1081, win 501, length 164
02:45:24.264483 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958256:1958420, ack 1081, win 501, length 164
02:45:24.264529 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958420:1958584, ack 1081, win 501, length 164
02:45:24.264572 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958584:1958748, ack 1081, win 501, length 164
02:45:24.264615 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958748:1958912, ack 1081, win 501, length 164
02:45:24.264772 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1958912:1959076, ack 1081, win 501, length 164
02:45:24.264824 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959076:1959240, ack 1081, win 501, length 164
02:45:24.264870 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959240:1959404, ack 1081, win 501, length 164
02:45:24.264912 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959404:1959568, ack 1081, win 501, length 164
02:45:24.265121 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959568:1959732, ack 1081, win 501, length 164
02:45:24.265372 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959732:1959896, ack 1081, win 501, length 164
02:45:24.265411 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1955604, win 8337, length 0
02:45:24.265520 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1959896:1960156, ack 1081, win 501, length 260
02:45:24.265803 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960156:1960320, ack 1081, win 501, length 164
02:45:24.265855 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960320:1960484, ack 1081, win 501, length 164
02:45:24.265904 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960484:1960648, ack 1081, win 501, length 164
02:45:24.265951 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960648:1960812, ack 1081, win 501, length 164
02:45:24.266006 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960812:1960976, ack 1081, win 501, length 164
02:45:24.266058 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1960976:1961140, ack 1081, win 501, length 164
02:45:24.266108 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961140:1961304, ack 1081, win 501, length 164
02:45:24.266150 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961304:1961468, ack 1081, win 501, length 164
02:45:24.266192 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961468:1961632, ack 1081, win 501, length 164
02:45:24.266237 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961632:1961796, ack 1081, win 501, length 164
02:45:24.266374 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [P.], seq 1081:1117, ack 1955604, win 8337, length 36
02:45:24.266374 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1958092, win 8337, length 0
02:45:24.266408 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961796:1961960, ack 1117, win 501, length 164
02:45:24.266671 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1961960:1962340, ack 1117, win 501, length 380
02:45:24.266727 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1962340:1962504, ack 1117, win 501, length 164
02:45:24.266775 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1962504:1962668, ack 1117, win 501, length 164
02:45:24.266964 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1962668:1962832, ack 1117, win 501, length 164
02:45:24.267034 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1962832:1962996, ack 1117, win 501, length 164
02:45:24.267072 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1962996:1963160, ack 1117, win 501, length 164
02:45:24.267375 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963160:1963324, ack 1117, win 501, length 164
02:45:24.268430 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963324:1963488, ack 1117, win 501, length 164
02:45:24.268559 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963488:1963652, ack 1117, win 501, length 164
02:45:24.268756 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963652:1963816, ack 1117, win 501, length 164
02:45:24.268810 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963816:1963980, ack 1117, win 501, length 164
02:45:24.268845 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1963980:1964144, ack 1117, win 501, length 164
02:45:24.268879 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964144:1964308, ack 1117, win 501, length 164
02:45:24.268914 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964308:1964472, ack 1117, win 501, length 164
02:45:24.268956 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964472:1964636, ack 1117, win 501, length 164
02:45:24.269012 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964636:1964800, ack 1117, win 501, length 164
02:45:24.269055 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964800:1964964, ack 1117, win 501, length 164
02:45:24.269100 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1964964:1965128, ack 1117, win 501, length 164
02:45:24.269140 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1965128:1965292, ack 1117, win 501, length 164
02:45:24.269175 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1965292:1965456, ack 1117, win 501, length 164
02:45:24.269208 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1965456:1965620, ack 1117, win 501, length 164
02:45:24.269399 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1961796, win 8337, length 0
02:45:24.269454 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1965620:1965784, ack 1117, win 501, length 164
02:45:24.269904 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1965784:1966044, ack 1117, win 501, length 260
02:45:24.269997 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966044:1966208, ack 1117, win 501, length 164
02:45:24.270061 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966208:1966372, ack 1117, win 501, length 164
02:45:24.270108 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966372:1966536, ack 1117, win 501, length 164
02:45:24.270162 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966536:1966700, ack 1117, win 501, length 164
02:45:24.270201 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966700:1966864, ack 1117, win 501, length 164
02:45:24.270234 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1966864:1967028, ack 1117, win 501, length 164
02:45:24.270304 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967028:1967192, ack 1117, win 501, length 164
02:45:24.270345 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967192:1967356, ack 1117, win 501, length 164
02:45:24.270451 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967356:1967520, ack 1117, win 501, length 164
02:45:24.270494 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967520:1967684, ack 1117, win 501, length 164
02:45:24.270543 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967684:1967848, ack 1117, win 501, length 164
02:45:24.270578 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1967848:1968012, ack 1117, win 501, length 164
02:45:24.270613 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968012:1968176, ack 1117, win 501, length 164
02:45:24.271722 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1963324, win 8337, length 0
02:45:24.271773 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968176:1968340, ack 1117, win 501, length 164
02:45:24.272279 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968340:1968600, ack 1117, win 501, length 260
02:45:24.272370 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968600:1968764, ack 1117, win 501, length 164
02:45:24.272424 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968764:1968928, ack 1117, win 501, length 164
02:45:24.272622 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1968928:1969092, ack 1117, win 501, length 164
02:45:24.272691 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969092:1969256, ack 1117, win 501, length 164
02:45:24.272738 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969256:1969420, ack 1117, win 501, length 164
02:45:24.272785 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969420:1969584, ack 1117, win 501, length 164
02:45:24.272836 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969584:1969748, ack 1117, win 501, length 164
02:45:24.272882 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969748:1969912, ack 1117, win 501, length 164
02:45:24.272930 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1969912:1970076, ack 1117, win 501, length 164
02:45:24.273006 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1970076:1970240, ack 1117, win 501, length 164
02:45:24.273061 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1970240:1970404, ack 1117, win 501, length 164
02:45:24.273107 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1970404:1970568, ack 1117, win 501, length 164
